row_type,category,hash,name,name_en
entry,补给型-支援武器-弹药背包武器,"=""1945762457460294290""",GR-8 无后坐力炮（背包，模型）,GR-8 Recoilless Rifle Backpack (Model)
entry,补给型-支援武器-弹药背包武器,"=""14586739053780151064""",RL-77 空爆火箭发射器（支架）,RL-77 Airburst Rocket Launcher (Hellpod)
entry,补给型-支援武器-弹药背包武器,"=""2802369506329449110""",RL-77 空爆火箭发射器（武器，模型）,RL-77 Airburst Rocket Launcher (Model)
entry,补给型-支援武器-弹药背包武器,"=""16671435828232852140""",RL-77 空爆火箭发射器（背包，模型）,RL-77 Airburst Rocket Launcher Backpack (Model)
entry,补给型-支援武器-弹药背包武器,"=""14231239742203987259""",FAF-14 飞矛（支架）,FAF-14 Spear (Hellpod)
entry,补给型-支援武器-弹药背包武器,"=""2714034314705433838""",FAF-14 飞矛（武器，模型）,FAF-14 Spear (Model)
entry,补给型-支援武器-弹药背包武器,"=""10287068634025973658""",FAF-14 飞矛（背包，模型）,FAF-14 Spear Backpack (Model)
entry,补给型-支援武器-弹药背包武器,"=""747660740534049118""",StA-X3 WASP 发射器（支架）,StA-X3 W.A.S.P. Launcher (Hellpod)
entry,补给型-支援武器-弹药背包武器,"=""14733648658679365221""",StA-X3 WASP 发射器（武器，模型）,StA-X3 W.A.S.P. Launcher (Model)
entry,补给型-支援武器-弹药背包武器,"=""13330286337704337139""",StA-X3 WASP 发射器（背包，模型）,StA-X3 W.A.S.P. Launcher Backpack (Model)
entry,补给型-支援武器-弹药背包武器,"=""777378755084961873""",B/MD C4 背包（支架）,B/MD C4 Pack (Hellpod)
entry,补给型-支援武器-弹药背包武器,"=""5905641205788913469""",B/MD C4 背包 引爆器（武器，模型）,B/MD C4 Pack Detonator (Model)
entry,补给型-支援武器-弹药背包武器,"=""3033447149328295793""",B/MD C4 背包（背包，模型）,B/MD C4 Pack Backpack (Model)
entry,补给型-支援武器-弹药背包武器,"=""11201896471107657063""",B/MD C4 背包（C4实体）,C4 (Model)
category,补给型-支援武器-弹链背包武器,,,
entry,补给型-支援武器-弹链背包武器,"=""8337919257571739556""",M-1000 重装机枪（支架）,M-1000 Maxigun (Hellpod)
entry,补给型-支援武器-弹链背包武器,"=""4874456896233937276""",M-1000 重装机枪（武器，模型）,M-1000 Maxigun (Model)
entry,补给型-支援武器-弹链背包武器,"=""391216982669554238""",M-1000 重装机枪（背包，模型）,M-1000 Maxigun Backpack (Model)
entry,补给型-支援武器-弹链背包武器,"=""13220630793330837644""",GL-28 弹链式榴弹发射器（支架）,GL-28 Belt-Fed Grenade Launcher (Hellpod)
entry,补给型-支援武器-弹链背包武器,"=""9854668298113416351""",GL-28 弹链式榴弹发射器（武器，模型）,GL-28 Belt-Fed Grenade Launcher (Model)
entry,补给型-支援武器-弹链背包武器,"=""13495904577777136893""",GL-28 弹链式榴弹发射器（背包，模型）,GL-28 Belt-Fed Grenade Launcher Backpack (Model)
entry,补给型-支援武器-弹链背包武器,"=""14577940623038630357""",B/FLAM-80 焚燃者（支架）,B/FLAM-80 Cremator (Hellpod)
entry,补给型-支援武器-弹链背包武器,"=""8694225878611593109""",B/FLAM-80 焚燃者（武器，模型）,B/FLAM-80 Cremator (Model)
entry,补给型-支援武器-弹链背包武器,"=""4894036464529596640""",B/FLAM-80 焚燃者（背包，模型）,B/FLAM-80 Cremator Backpack (Model)
category,补给型-功能性背包,,,
entry,补给型-功能性背包,"=""3548847957556322972""",B-1 补给背包（支架）,B-1 Supply Pack (Hellpod)
entry,补给型-功能性背包,"=""5690760409550920280""",B-1 补给背包（模型）,B-1 Supply Pack (Model)
entry,补给型-功能性背包,"=""8630355153153141386""",B-100 便携式地狱火炸弹（支架）,B-100 Portable Hellbomb (Hellpod)
entry,补给型-功能性背包,"=""11155000903228636302""",B-100 便携式地狱火炸弹（模型）,B-100 Portable Hellbomb (Model)
entry,补给型-功能性背包,"=""5511920513804679707""",LIFT-182 传送背包（支架）,LIFT-182 Warp Pack (Hellpod)
entry,补给型-功能性背包,"=""13012964727571811944""",LIFT-182 传送背包（模型）,LIFT-182 Warp Pack (Model)
entry,补给型-功能性背包,"=""5970902984446543682""",LIFT-860 悬浮背包（支架）,LIFT-860 Hover Pack (Hellpod)
entry,补给型-功能性背包,"=""6829725667368330959""",LIFT-860 悬浮背包（模型）,LIFT-860 Hover Pack (Model)
entry,补给型-功能性背包,"=""7004572901293848370""",LIFT-850 喷射背包（支架）,LIFT-850 Jump Pack (Hellpod)
entry,补给型-功能性背包,"=""6468799106264970105""",LIFT-850 喷射背包（模型）,LIFT-850 Jump Pack (Model)
entry,补给型-功能性背包,"=""17910078671568111462""",SH-32 防护罩生成包（支架）,SH-32 Shield Generator Pack (Hellpod)
entry,补给型-功能性背包,"=""1353568197974522460""",SH-32 防护罩生成包（模型）,SH-32 Shield Generator Pack (Model)
entry,补给型-功能性背包,"=""655326963730992680""",SH-51 定向护盾（支架）,SH-51 Directional Shield (Hellpod)
entry,补给型-功能性背包,"=""11882632134944470026""",SH-51 定向护盾（模型）,SH-51 Directional Shield (Model)
entry,补给型-功能性背包,"=""13073848517301108907""",SH-51 定向护盾（护盾）,SH-51 Directional Shield (Shield)
entry,补给型-功能性背包,"=""4202058061031081322""",SH-20 防弹盾牌背包（支架）,SH-20 Ballistic Shield Backpack (Hellpod)
entry,补给型-功能性背包,"=""10844335154607830587""",SH-20 防弹盾牌背包（模型）,SH-20 Ballistic Shield Backpack (Model)
entry,补给型-功能性背包,"=""6889076721164976792""",SH-20 防弹护盾背包MK2 (模型),SH-20 Ballistic Shield Backpack MK2 (Model)
entry,补给型-功能性背包,"=""17709977744562302112""",SH-20 防弹护盾背包MK3 (模型),SH-20 Ballistic Shield Backpack MK3 (Model)
category,补给型-背包无人机,,,
entry,补给型-背包无人机,"=""578662561602494491""",AX/AR-23 护卫犬（支架）,AX/AR-23 Guard Dog (Hellpod)
entry,补给型-背包无人机,"=""2692796710804508396""",AX/AR-23 护卫犬（背包）,AX/AR-23 Guard Dog (Backpack)
entry,补给型-背包无人机,"=""11601043503813400874""",AX/AR-23 护卫犬（无人机）,AX/AR-23 Guard Dog (Drone)
entry,补给型-背包无人机,"=""11756121139324203897""",AX/AR-23 护卫犬（武器）,AX/AR-23 Guard Dog AR-23P (Model)
entry,补给型-背包无人机,"=""114072341195801864""",AX/AR-23 护卫犬MK2（无人机）,AX/AR-23 Guard Dog MK2 (Drone)
entry,补给型-背包无人机,"=""2753976566055493778""",AX/AR-23 护卫犬MK2（武器）,AX/AR-23 Guard Dog MK2 Gun (Model)
entry,补给型-背包无人机,"=""17870518574608098412""",AX/AR-23 护卫犬MK3（无人机）,AX/AR-23 Guard Dog MK3 (Drone)
entry,补给型-背包无人机,"=""4416184955867381998""",AX/AR-23 护卫犬MK3（武器）,AX/AR-23 Guard Dog MK3 Gun (Model)
entry,补给型-背包无人机,"=""18002332014700027641""",AX/AR-23 护卫犬MK4（无人机）,AX/AR-23 Guard Dog MK4 (Drone)
entry,补给型-背包无人机,"=""11616925890035912226""",AX/AR-23 护卫犬 MK5（武器）,AX/AR-23 Guard Dog Plasma Gun (Model)
entry,补给型-背包无人机,"=""16028040304287202855""",AX/LAS-5 漫游车（支架）,AX/LAS-5 Rover (Hellpod)
entry,补给型-背包无人机,"=""12653822188347841538""",AX/LAS-5 漫游车（背包）,AX/LAS-5 Rover (Backpack)
entry,补给型-背包无人机,"=""6624453650490018537""",AX/LAS-5 漫游车（无人机）,AX/LAS-5 Rover (Drone)
entry,补给型-背包无人机,"=""3199457897835937068""",AX/LAS-5 漫游车（武器）,AX/LAS-5 Rover Gun (Model)
entry,补给型-背包无人机,"=""15628185827517046516""",AX/TX-13 腐息（支架）,AX/TX-13 Dog Breath (Hellpod)
entry,补给型-背包无人机,"=""13834130950471716570""",AX/TX-13 腐息（背包）,AX/TX-13 Dog Breath (Backpack)
entry,补给型-背包无人机,"=""13383279112602229081""",AX/TX-13 腐息（无人机）,AX/TX-13 Dog Breath (Drone)
entry,补给型-背包无人机,"=""13198259103089806061""",AX/TX-13 腐息（武器）,AX/TX-13 Dog Breath Gun (Model)
entry,补给型-背包无人机,"=""4702722572603225990""",AX/FLAM-75 热狗（支架）,AX/FLAM-75 Hot Dog (Hellpod)
entry,补给型-背包无人机,"=""3464783698532994381""",AX/FLAM-75 热狗（背包）,AX/FLAM-75 Hot Dog (Backpack)
entry,补给型-背包无人机,"=""10925341024319250374""",AX/FLAM-75 热狗（无人机）,AX/FLAM-75 Hot Dog (Drone)
entry,补给型-背包无人机,"=""7335593197372175302""",AX/FLAM-75 热狗（武器）,AX/FLAM-75 Hot Dog Gun (Model)
entry,补给型-背包无人机,"=""8276213418471108848""",AX/ARC-3 K9（支架）,AX/FLAM-75 Hot Dog (Hellpod)
entry,补给型-背包无人机,"=""14019044913798069754""",AX/ARC-3 K9（背包）,AX/FLAM-75 Hot Dog (Backpack)
entry,补给型-背包无人机,"=""5406314287462237588""",AX/ARC-3 K9（无人机）,AX/FLAM-75 Hot Dog (Drone)
entry,补给型-背包无人机,"=""11552626079949819071""",AX/ARC-3 K9（武器）,AX/FLAM-75 Hot Dog Gun (Model)
category,补给型-载具,,,
entry,补给型-载具,"=""8783342891467425251""",EXO-45 爱国者外骨骼,EXO-45 Patriot Exosuit
entry,补给型-载具,"=""9388736439472594613""",EXO-45 爱国者 火箭发射器,Patriot Exosuit Rocket Launcher
entry,补给型-载具,"=""645713022044093730""",EXO-45 爱国者 加特林机枪,Patriot Exosuit Gatling
entry,补给型-载具,"=""14038927220542196401""",EXO-49 解放者外骨骼,Emancipator Exosuit
entry,补给型-载具,"=""13781410671701883569""",EXO-49 解放者 手臂,Emancipator Exosuit Autocannon
entry,补给型-载具,"=""16570517418531528145""",EXO-49 解放者 手臂 左手,Emancipator Exosuit Autocannon Left
entry,补给型-载具,"=""3658900074006331912""",EXO-49 解放者 手臂 左手MK2,Emancipator Exosuit Autocannon Left MK2
entry,补给型-载具,"=""10134470972353573832""",EXO-49 解放者 手臂 左手MK3,Emancipator Exosuit Autocannon Left MK3
entry,补给型-载具,"=""18417602992972518459""",EXO-49 解放者 手臂 右手,Emancipator Exosuit Autocannon Right
entry,补给型-载具,"=""721550233589928225""",EXO-49 解放者 手臂 右手MK2,Emancipator Exosuit Autocannon Right MK2
entry,补给型-载具,"=""4483950418716673108""",EXO-49 解放者 手臂 右手MK3,Emancipator Exosuit Autocannon Right MK3
entry,补给型-载具,"=""8872978533108711529""",EXO-51 伐木者外骨骼,EXO-51 Lumberer Exosuit
entry,补给型-载具,"=""519812688473392934""",EXO-51 伐木者 喷火武器,Lumberer Exosuit Flamer
entry,补给型-载具,"=""1713005226859818540""",EXO-51 伐木者 反坦克炮,Lumberer Exosuit Anti Tank Cannon
entry,补给型-载具,"=""3880965223585101348""",EXO-55 突破外骨骼,EXO-55 Breakthrough Exosuit
entry,补给型-载具,"=""7298250363396168598""",EXO-55 突破 盾牌,Breakthrough Exosuit Shield
entry,补给型-载具,"=""16091922826775401662""",EXO-55 突破 重型霰弹枪,Breakthrough Exosuit Heavy Shotgun
entry,补给型-载具,"=""14709257759554793401""",M-102 快速侦查载具,M-102 Fast Recon Vehicle
entry,补给型-载具,"=""16847153723028833967""",M-102 快速侦查载具（地图产出）,M-102 Fast Recon Vehicle (Map Spawn)
entry,补给型-载具,"=""602390376167162446""",M-102 快速侦查载具 车载重机枪,M-102 Fast Recon Vehicle HMG
entry,补给型-载具,"=""11178286357330019118""",M-103 补给型快速侦察载具,M-103 Supply FRV
entry,补给型-载具,"=""5617149288754513915""",M-103 补给型 解放者炮塔,M-103 Supply FRV AR Sentry
entry,补给型-载具,"=""11422082462834485122""",M-103 补给型 车尾补给箱,M-103 Supply FRV Supply Box
entry,补给型-载具,"=""3280238888919072741""",M-104 炽热型快速侦察载具,M-104 Incinerator FRV
entry,补给型-载具,"=""4920324387701779176""",M-104 炽热型 喷火枪,M-104 Incinerator FRV Flamer
entry,补给型-载具,"=""17987303999999823878""",M-104 炽热型 燃料罐,M-104 Incinerator FRV Fuel
entry,补给型-载具,"=""1605323339894850998""",TD-220 堡垒MKXVI,TD-220 Bastion MK XVI
entry,补给型-载具,"=""2279372913009370562""",TD-220 堡垒 主炮 MK2,Bastion MK XVI Heavy Cannon
entry,补给型-载具,"=""4872787481713797082""",TD-220 堡垒 同轴重机枪 MK2,Bastion MK XVI HMG
entry,补给型-载具,"=""4773808446773069045""",GATER（运油车）,Ground All-Terrain Extraction Rig
entry,补给型-载具,"=""10985104894119086333""",GATER 炮塔（油车炮）,GATER Turret
entry,补给型-载具,"=""1370630171320516696""",GATER 油罐,GATER Oilcan
entry,补给型-载具,"=""8484362704672433843""",鹈鹕运输机,Pelican Transport
entry,补给型-载具,"=""17238162226885792459""",鹈鹕 (撤离),Pelican
entry,补给型-载具,"=""8867451643782573472""",鹈鹕 MK2(撤离),Pelican MK2
entry,补给型-载具,"=""4577685471418352301""",鹈鹕 MK3 (撤离),Pelican MK3
entry,补给型-载具,"=""4571403555494335481""",带货柜的鹈鹕,Pelican MK4
entry,补给型-载具,"=""15062487539698939333""",鹈鹕 SEAF小队,Pelican SEAF Squad
entry,补给型-载具,"=""9468080011357415026""",鹈鹕 40mm 穿甲高爆机炮,Pelican Turret
entry,补给型-载具,"=""1797246649011612926""",鹈鹕（撤离科学家）,Pelican Extract Civilians Shuttle
entry,补给型-载具,"=""9839990240943553653""",货运卡车,Cargo Truck
category,防御型-哨戒炮,,,
entry,防御型-哨戒炮,"=""4021120973472933563""",A/MG-43 哨戒机枪,A/MG-43 Machine Gun Sentry
entry,防御型-哨戒炮,"=""12269323780666160625""",A/MG-43 哨戒机枪 MK2,A/MG-43 Machine Gun Sentry MK2
entry,防御型-哨戒炮,"=""17259437333005147504""",A/G-16 加特林哨戒炮,A/G-16 Gatling Sentry
entry,防御型-哨戒炮,"=""9219146911950674287""",A/G-16 加特林哨戒炮MK2,A/G-16 Gatling Sentry MK2
entry,防御型-哨戒炮,"=""344970826846105488""",A/G-16 加特林哨戒炮MK2.1,A/G-16 Gatling Sentry MK2.1
entry,防御型-哨戒炮,"=""9796573205647524202""",A/G-16 加特林哨戒炮MK3,A/G-16 Gatling Sentry MK3
entry,防御型-哨戒炮,"=""6337264778388549835""",A/G-16 加特林哨戒炮MK4,A/G-16 Gatling Sentry MK4
entry,防御型-哨戒炮,"=""7539955080993332996""",A/G-16 加特林哨戒炮MK5,A/G-16 Gatling Sentry MK5
entry,防御型-哨戒炮,"=""9371080132553746520""",A/FLAM-40 火焰哨戒炮,A/FLAM-40 Flame Sentry
entry,防御型-哨戒炮,"=""6198940140191066280""",A/LAS-98 激光哨戒炮,A/LAS-98 Laser Sentry
entry,防御型-哨戒炮,"=""3965302274531977670""",A/MLS-4X 火箭哨戒炮,A/MLS-4X Rocket Sentry
entry,防御型-哨戒炮,"=""6113742425058627513""",A/AC-8 自动哨戒炮,A/AC-8 Autocannon Sentry
entry,防御型-哨戒炮,"=""9670353792785147784""",A/AC-8 自动哨戒炮MK2（焦土射弹）,A/AC-8 Autocannon Sentry Plasma
entry,防御型-哨戒炮,"=""5881843148917714292""",A/M-12 高爆迫击炮,A/M-12 Mortar Sentry
entry,防御型-哨戒炮,"=""12827722989328478091""",A/M-23 静电迫击炮,A/M-23 EMS Mortar Sentry
entry,防御型-哨戒炮,"=""2998286011813792148""",A/GM-17 瓦斯迫击炮,A/GM-17 Gas Mortar Sentry
category,防御型-部署,,,
entry,防御型-部署,"=""17297258079668724512""",MD-6 反步兵地雷,MD-6 Anti-Personnel Mine Deployer
entry,防御型-部署,"=""2712008117028049500""",MD-17 反坦克地雷,MD-17 Anti-Tank Mine Deployer
entry,防御型-部署,"=""13777321776887997010""",MD-i4 燃烧地雷,MD-14 Incendiary Mine Deployer
entry,防御型-部署,"=""12220563120145251703""",MD-8 毒气地雷,MD-8 Gas Mine Deployer
entry,防御型-部署,"=""8383906277678357886""",A/ARC-3特斯拉塔,A/ARC-3 Tesla Tower
entry,防御型-部署,"=""17083241647592728848""",FX-12防护罩中继器,FX-12 Shield Generator Relay
category,防御型-手动炮塔,,,
entry,防御型-手动炮塔,"=""1051445694670701817""",E/MG-101 固定重机枪,E/MG-101 HMG Emplacement
entry,防御型-手动炮塔,"=""12209482505501190673""",E/MG-101 固定重机枪（MK2）,E/MG-101 HMG Emplacement MK2
entry,防御型-手动炮塔,"=""1837707428311856638""",E/MG-101 固定重机枪（激光）,E/MG-101 HMG Emplacement (Laser)
entry,防御型-手动炮塔,"=""2616888780303759269""",E/MG-101 固定重机枪（磁轨炮）,E/MG-101 HMG Emplacement (Railgun)
entry,防御型-手动炮塔,"=""16204610837508709347""",E/MG-101 固定重机枪（火焰喷射器）,E/MG-101 HMG Emplacement (Flamethrower)
entry,防御型-手动炮塔,"=""16974551944278808389""",E/MG-101 固定重机枪（火箭哨戒炮）,E/MG-101 HMG Emplacement (Rocket)
entry,防御型-手动炮塔,"=""901379433810974099""",E/GL-21 掷弹兵防御墙,E/GL-21 Grenadier Battlement
entry,防御型-手动炮塔,"=""5593839514190174445""",防御墙（崩溃）,Defense Wall
entry,防御型-手动炮塔,"=""3003496806383724538""",盟友防御墙（崩溃）,Starwart Defense Wall
entry,防御型-手动炮塔,"=""3103483601875813497""",E/AT-12固定反坦克炮,E/AT-12 Anti-Tank Emplacement
category,任务或废案道具,,,
entry,任务或废案道具,"=""5787948413593898778""",补给（支架）,Supplies (Hellpod)
entry,任务或废案道具,"=""12198302824036005241""",补给（模型）,Ammo Cache (Model)
entry,任务或废案道具,"=""8315931884919593616""",补给上的解放者,Resupply Pod AR-23
entry,任务或废案道具,"=""12967812241745948652""",医疗背包（支架）,Medic Backpack (Hellpod)
entry,任务或废案道具,"=""744753118896166941""",医疗背包（背包）,Medic Backpack (Model)
entry,任务或废案道具,"=""7741265416947841340""",暗流体背包（支架）,Dark Fluid Backpack (Hellpod)
entry,任务或废案道具,"=""518600486455451088""",暗流体背包（背包）,Dark Fluid Backpack (Model)
entry,任务或废案道具,"=""11432560202897483622""",幼虫容器（背包）,Larva Container (Model)
entry,任务或废案道具,"=""12611223767334871581""",医疗补给（支架）,Medical Supply (Hellpod)
entry,任务或废案道具,"=""16185879173872143133""",大炮 迷你核弹,Mini Nuke (SEAF)
entry,任务或废案道具,"=""7745884044284159061""",大炮 高爆弹,High-Yield Explosive (SEAF)
entry,任务或废案道具,"=""15859727822481861892""",大炮 炸弹,Explosive (SEAF)
entry,任务或废案道具,"=""16482681913442925439""",大炮 凝固汽油弹,Napalm (SEAF)
entry,任务或废案道具,"=""13847484889080110003""",大炮 静电场,Static Field (SEAF)
entry,任务或废案道具,"=""17696993194780227077""",大炮 烟雾弹,Smoke (SEAF)
entry,任务或废案道具,"=""16085819457051082660""",虫窝钻机,Hive Breaker Drill
entry,任务或废案道具,"=""2642665978849996335""",发电机,Power Generator
entry,任务或废案道具,"=""9579814997562801345""",大门,Gate
entry,任务或废案道具,"=""15228885734940224467""",大门MK2,Gate MK2
entry,任务或废案道具,"=""677135248098376872""",增员信标,Reinforced Beacon
entry,任务或废案道具,"=""6280200573229258796""",紧急撤离信标,Emergency Extraction Beacon
entry,任务或废案道具,"=""725877384353361216""",立即撤离信标,Landingzone Beacon
entry,任务或废案道具,"=""8356509974227907605""",空的绝地喷射舱,Empty Hellpod
entry,任务或废案道具,"=""16537609150891873250""",绝地喷射舱MK1,Helldivers' Hellpod MK1
entry,任务或废案道具,"=""17266439410956032073""",绝地喷射舱MK2,Helldivers' Hellpod MK2
entry,任务或废案道具,"=""13054785979242890129""",无装备空投仓支架,Sealed Hellpod
category,终结族,,,
entry,终结族,"=""10371974906799355538""",食腐虫,Scavenger
entry,终结族,"=""5903841343181520462""",食腐虫MK2,Scavenger MK2
entry,终结族,"=""16121421951002036444""",食腐虫MK2（俘虏）,Scavenger MK2 (Captive)
entry,终结族,"=""11135777548304851724""",食腐虫MK3,Scavenger MK3
entry,终结族,"=""8261922003134896957""",胆汁吐沫虫,Bile Spitter
entry,终结族,"=""12300518439027380185""",猛扑虫,Pouncer
entry,终结族,"=""15659331049401757247""",追猎虫,Hunter
entry,终结族,"=""4399458158766252490""",追猎虫MK2,Hunter MK2
entry,终结族,"=""6676641717166653626""",追猎虫MK3,Hunter MK3
entry,终结族,"=""16919711124802745493""",武斗虫,Warrior
entry,终结族,"=""13707236614338800569""",武斗虫MK2,Warrior MK2
entry,终结族,"=""5663271064929335883""",武斗虫MK2（俘虏）,Warrior MK2 (Captive)
entry,终结族,"=""3626558530581732572""",武斗虫MK3,Warrior MK3
entry,终结族,"=""1155202780614770422""",酸液武斗虫,Bile Warrior
entry,终结族,"=""12873251592757102566""",狂暴武斗虫,Warrior(Spawned)
entry,终结族,"=""11669807341511884260""",虫窝护卫,Hive Guard
entry,终结族,"=""3939129929398354246""",胆汁喷涌虫,Bile Spewer
entry,终结族,"=""14748816422034837943""",胆汁喷涌虫MK2,Bile Spewer MK2
entry,终结族,"=""8039414067817307766""",胆汁喷涌虫 吐酸器,Bile Spewer Vomit
entry,终结族,"=""8536986223483970266""",胆汁喷涌虫 迫击炮,Bile Spewer Artillery
entry,终结族,"=""6927066342767148424""",抚育喷涌虫,Nursing Spewer
entry,终结族,"=""14731312854664874139""",抚育喷涌虫MK2,Nursing Spewer MK2
entry,终结族,"=""5953193886108619556""",抚育喷涌虫 吐酸器,Nursing Spewer Vomit
entry,终结族,"=""15358116161893188517""",虫族指挥官,Brood Commander
entry,终结族,"=""17842374123104475103""",阿尔法指挥官,Alpha Commander
entry,终结族,"=""17672347716099392046""",追踪虫,Stalker
entry,终结族,"=""7208293264043292125""",尖啸虫,Shrieker
entry,终结族,"=""1909471264691872944""",强袭虫,Charger
entry,终结族,"=""7719208875390099550""",孢子强袭虫,Spore Charger
entry,终结族,"=""4251221953861716889""",巨兽级强袭虫,Charger Behemoth
entry,终结族,"=""11555060082231454796""",巨兽级强袭虫MK2,Charger Behemoth MK2
entry,终结族,"=""15922730753540746811""",穿刺虫,Impaler
entry,终结族,"=""7435299642389799754""",穿刺虫触手,Tentacle
entry,终结族,"=""11398074038506794973""",吐酸泰坦,Bile Titan
entry,终结族,"=""10811815200209238698""",蟑龙,Dragonroach
entry,终结族,"=""8568490042777875483""",蟑龙 吐火攻击,Dragonroach Vomit
entry,终结族,"=""15304878361562187723""",霸王虫,Hivelord
entry,终结族,"=""11408638851753260108""",霸王虫 吐酸器,Hivelord Vomit MK1
entry,终结族,"=""4359334844095165257""",霸王虫 吐酸器MK2,Hivelord Vomit MK2
category,掠食变种-贪吃变种,,,
entry,掠食变种-贪吃变种,"=""15125779956101896786""",掠食追踪虫,Predator Stalker
entry,掠食变种-贪吃变种,"=""9814471339792705014""",掠食追猎虫,Predator Hunter
entry,掠食变种-贪吃变种,"=""2129528212146849390""",掠食追猎虫 吐酸器,Predator Hunter Vomit
category,爆裂变种-钻地变种-圆头-耄耋,,,
entry,爆裂变种-钻地变种-圆头-耄耋,"=""11768477327318910982""",爆裂武斗虫,Rupture Warrior
entry,爆裂变种-钻地变种-圆头-耄耋,"=""11781875241940413332""",爆裂喷涌虫,Rupture Spewer
entry,爆裂变种-钻地变种-圆头-耄耋,"=""14904393873176182481""",爆裂喷涌虫 酸液投掷物,Rupture Spewer Acid Grenade
entry,爆裂变种-钻地变种-圆头-耄耋,"=""772289455772672652""",爆裂强袭虫,Rupture Charger
category,孢裂变种-孢子变种-冰针旅,,,
entry,孢裂变种-孢子变种-冰针旅,"=""15822911520269726977""",孢裂食腐虫,Spore Burst Scavenger
entry,孢裂变种-孢子变种-冰针旅,"=""2236760086372418784""",孢裂追猎虫,Spore Burst Hunter
entry,孢裂变种-孢子变种-冰针旅,"=""8251756929257574076""",孢裂武斗虫,Spore Burst Warrior
entry,孢裂变种-孢子变种-冰针旅,"=""17223114646267339927""",孢裂泰坦,Spore Burst Bile Titan
category,终结族-杂项,,,
entry,终结族-杂项,"=""10942957064970873712""",虫洞MK1,Bug Hole MK1
entry,终结族-杂项,"=""11350815606295074697""",虫洞MK2,Bug Hole MK2
entry,终结族-杂项,"=""13558922670169218566""",虫洞MK3,Bug Hole MK3
entry,终结族-杂项,"=""15449222908953809681""",虫洞MK4,Bug Hole MK4
entry,终结族-杂项,"=""11193918233387225593""",虫洞MK5,Bug Hole MK5
entry,终结族-杂项,"=""3948687847710625144""",虫洞MK6,Bug Hole MK6
entry,终结族-杂项,"=""5149481135433687355""",虫洞MK7,Bug Hole MK7
entry,终结族-杂项,"=""9872437428268460875""",虫洞MK8,Bug Hole MK8
entry,终结族-杂项,"=""10102056965302435169""",虫洞MK9,Bug Hole MK9
entry,终结族-杂项,"=""17837615728688239629""",虫洞MK10,Bug Hole MK10
entry,终结族-杂项,"=""13159942169661045483""",虫洞MK11,Bug Hole MK11
entry,终结族-杂项,"=""672872697911391764""",尖啸虫巢穴,Shrieker Nest
entry,终结族-杂项,"=""12261273158003217664""",孢子喷涌虫,Spore Spewer
entry,终结族-杂项,"=""16153967468671429253""",孢子喷涌虫MK2,Spore Spewer MK2
entry,终结族-杂项,"=""1514077279537086268""",孢子喷涌虫TCS,Spore Spewer TCS
entry,终结族-杂项,"=""12666120718945160643""",侵染塔巢,Infested Tower
entry,终结族-杂项,"=""15893233259881380762""",孢肺,Spore Lung
entry,终结族-杂项,"=""1127579667861114802""",虫巢烟雾MK1,Bug Hole Smoke MK1
entry,终结族-杂项,"=""11750748021023067901""",虫巢烟雾MK2,Bug Hole Smoke MK2
entry,终结族-杂项,"=""1006683030863220015""",虫巢烟雾MK3,Bug Hole Smoke MK3
entry,终结族-杂项,"=""9100766894272830527""",虫巢烟雾（崩溃）,Bug Hole Smoke (Crash)
entry,终结族-杂项,"=""3124708172057168516""",变异虫卵,Mutated Egg
entry,终结族-杂项,"=""9577704727799187723""",虫子巢穴,Terminid Nest (No Package)
category,机器人,,,
entry,机器人,"=""18129582262547983427""",装甲兵,Trooper
entry,机器人,"=""8883573249939290241""",装甲兵MK2,Trooper MK2
entry,机器人,"=""12562787704342269592""",装甲兵MK2（机枪版）,Trooper MK2 MG
entry,机器人,"=""4618830856548850870""",装甲兵MK3,Trooper MK3
entry,机器人,"=""9137331974793918131""",装甲兵（无包裹）,Trooper (No Package)
entry,机器人,"=""2701456486977900736""",装甲兵 霰弹,Shotgun Trooper
entry,机器人,"=""15621795958426619957""",乱斗者,Brawler
entry,机器人,"=""12041129896721693842""",机械统帅,Commissar
entry,机器人,"=""7258218216136199873""",奇袭者,Raider
entry,机器人,"=""767968035755763""",劫掠者,Marauder
entry,机器人,"=""3517035000518974420""",侦察奇袭者,Scout Raider
entry,机器人,"=""3031503431338798614""",火箭奇袭者,Rocket Raider
entry,机器人,"=""12706617161845284909""",激光炮装甲兵,Cannon Trooper
entry,机器人,"=""13037131039069521275""",机枪奇袭者,MG Raider
entry,机器人,"=""4785987130142662424""",机枪奇袭者 背包,MG Raider Backpack
entry,机器人,"=""7546486305997975964""",机器人小兵 机枪,Conscript MG (Model)
entry,机器人,"=""11047871594297831536""",机器人小兵 信号枪,Conscript Flare Gun (Model)
entry,机器人,"=""13597248039561415123""",机器人小兵 步枪,Conscript Rifle (Model)
entry,机器人,"=""14685780296579739413""",机器人小兵 手枪,Conscript Pistol (Model)
entry,机器人,"=""11062825334817279592""",机器人小兵 火箭发射器,Conscript Rocket Launcher (Model)
entry,机器人,"=""3248844598206423814""",机器人小兵 刀刃,Conscript Blade (Model)
entry,机器人,"=""10320682320039145374""",机器人小兵 霰弹枪,Conscript Shotgun (Model)
entry,机器人,"=""8192757692405735881""",机器人小兵 激光炮,Conscript Cannon (Model)
